Time[s],Wavelength [nm],Voltage [V]
3726700363.4385361700,718.3125000000,0.1130683000
3726700364.3246593500,718.4062500000,0.1132664000
3726700365.2025466000,718.5000000000,0.1109902000
3726700366.0852103200,718.5937500000,0.1102447000
3726700366.9643797900,718.6875000000,0.1103387000
3726700367.8456053700,718.8125000000,0.1095963000
3726700368.7301383000,718.9062500000,0.1106757000
3726700369.6058402000,719.0000000000,0.1123310000
3726700370.4872207600,719.0937500000,0.1091041000
3726700371.3707351700,719.1875000000,0.1090408000
3726700372.2528991700,719.3125000000,0.1113578000
3726700373.1344142000,719.4062500000,0.1086589000
3726700374.0115470900,719.5000000000,0.1130560000
3726700374.9021000800,719.5937500000,0.1103530000
3726700375.7872118900,719.6875000000,0.1101151000
3726700376.6700415600,719.8125000000,0.1113925000
3726700377.5515575400,719.9062500000,0.1089938000
3726700378.4383406600,720.0000000000,0.1100303000
3726700379.3217167800,720.0937500000,0.1096596000
3726700380.2028398500,720.1875000000,0.1135084000
3726700381.0869751000,720.3125000000,0.1103632000
3726700381.9714880000,720.4062500000,0.1105960000
3726700382.8529777500,720.5000000000,0.1104326000
3726700383.7325582500,720.5937500000,0.1107329000
3726700384.6158561700,720.6875000000,0.1108738000
3726700385.4957289700,720.8125000000,0.1089040000
3726700386.3791542000,720.9062500000,0.1102754000
3726700387.2603321100,721.0000000000,0.1098087000
3726700388.1431102700,721.0937500000,0.1094309000
3726700389.0269751500,721.1875000000,0.1096678000
3726700389.9139151600,721.3125000000,0.1090102000
3726700390.7962489100,721.4062500000,0.1098414000
3726700391.6699633600,721.5000000000,0.1108962000
3726700392.5502224000,721.5937500000,0.1107696000
3726700393.4264030400,721.6875000000,0.1122983000
3726700394.3106432000,721.8125000000,0.1103775000
3726700395.1918630600,721.9062500000,0.1090020000
3726700396.0774669600,722.0000000000,0.1111209000
3726700396.9550957700,722.0937500000,0.1097679000
3726700397.8376913100,722.1875000000,0.1120491000
3726700398.7187366500,722.3125000000,0.1096106000
3726700399.5973730100,722.4062500000,0.1086160000
3726700400.4741129900,722.5000000000,0.1076673000
3726700401.3602848000,722.5937500000,0.1094227000
3726700402.2414960800,722.6875000000,0.1102039000
3726700403.1212711300,722.8125000000,0.1118704000
3726700404.0057120300,722.9062500000,0.1130907000
3726700404.8895087200,723.0000000000,0.1119082000
3726700405.7735695800,723.0937500000,0.1082004000
3726700406.6593537300,723.1875000000,0.1117387000
3726700407.5428800600,723.3125000000,0.1105674000
3726700408.4234814600,723.4062500000,0.1111168000
3726700409.3000574100,723.5000000000,0.1101957000
3726700410.1734256700,723.5937500000,0.1132664000
3726700411.0553040500,723.6875000000,0.1104612000
3726700411.9389081000,723.8125000000,0.1123555000
3726700412.8196272800,723.9062500000,0.1100283000
3726700413.7028832400,724.0000000000,0.1142681000
3726700414.5877151500,724.0937500000,0.1149829000
3726700415.4687423700,724.1875000000,0.1124474000
3726700416.3442797600,724.3125000000,0.1133624000
3726700417.2176914200,724.4062500000,0.1157253000
3726700418.1039657600,724.5000000000,0.1117622000
3726700418.9882025700,724.5937500000,0.1135002000
3726700419.8756046300,724.6875000000,0.1125985000
3726700420.7617111200,724.8125000000,0.1129396000
3726700421.6463341700,724.9062500000,0.1128130000
3726700422.5331296900,725.0000000000,0.1121941000
3726700423.4150438300,725.0937500000,0.1107962000
3726700424.3000111600,725.1875000000,0.1101263000
3726700425.1843304600,725.3125000000,0.1090490000
3726700426.0668654400,725.4062500000,0.1128844000
3726700426.9438943900,725.5000000000,0.1104898000
3726700427.8282365800,725.5937500000,0.1077674000
3726700428.7139320400,725.6875000000,0.1095452000
3726700429.5934910800,725.8125000000,0.1089244000
3726700430.4774007800,725.9062500000,0.1104326000
3726700431.3600072800,726.0000000000,0.1090918000
3726700432.2410202000,726.0937500000,0.1123126000
3726700433.1195607200,726.1875000000,0.1135931000
3726700434.0011925700,726.3125000000,0.1107512000
3726700434.8857994100,726.4062500000,0.1098189000
3726700435.7638449700,726.5000000000,0.1107451000
3726700436.6433463100,726.5937500000,0.1110433000
3726700437.5228295300,726.6875000000,0.1105654000
3726700438.3988518700,726.8125000000,0.1118960000
3726700439.2849473900,726.9062500000,0.1126149000
3726700440.1649489400,727.0000000000,0.1122636000
3726700441.0488553000,727.0937500000,0.1091490000
3726700441.9257822000,727.1875000000,0.1116172000
3726700442.8092656100,727.3125000000,0.1122432000
3726700443.6951489400,727.4062500000,0.1100538000
3726700444.5791406600,727.5000000000,0.1112557000
3726700445.4675207100,727.5937500000,0.1146888000
3726700446.3520169200,727.6875000000,0.1134400000
3726700447.2355952300,727.8125000000,0.1168997000
3726700448.1157527000,727.9062500000,0.1125107000
3726700448.9988503400,728.0000000000,0.1159827000
3726700449.8811192500,728.0937500000,0.1142906000
3726700450.7675647700,728.1875000000,0.1126680000
3726700451.6493134500,728.3125000000,0.1123718000
3726700452.5343890200,728.4062500000,0.1122901000
3726700453.4153018000,728.5000000000,0.1137208000
3726700454.2969913500,728.5937500000,0.1134206000
3726700455.1857743300,728.6875000000,0.1135114000
3726700456.0739321700,728.8125000000,0.1104061000
3726700456.9579458200,728.9062500000,0.1113619000
3726700457.8397374100,729.0000000000,0.1128579000
3726700458.7227377900,729.0937500000,0.1139107000
3726700459.6033806800,729.1875000000,0.1145357000
3726700460.4883999800,729.3125000000,0.1132316000
3726700461.3739166200,729.4062500000,0.1111413000
3726700462.2628960600,729.5000000000,0.1166301000
3726700463.1435990300,729.5937500000,0.1161726000
3726700464.0174384100,729.6875000000,0.1166260000
3726700464.9020638500,729.8125000000,0.1147542000
3726700465.7847962400,729.9062500000,0.1116744000
3726700466.6664757700,730.0000000000,0.1145663000
3726700467.5459289500,730.0937500000,0.1120920000
3726700468.4334960000,730.1875000000,0.1137473000
3726700469.3208336800,730.3125000000,0.1125781000
3726700470.2068553000,730.4062500000,0.1127394000
3726700471.0915455800,730.5000000000,0.1118694000
3726700471.9767761200,730.5937500000,0.1087426000
3726700472.8549466100,730.6875000000,0.1108227000
3726700473.7350254000,730.8125000000,0.1093247000
3726700474.6180357900,730.9062500000,0.1092266000
3726700475.5020313300,731.0000000000,0.1096086000
3726700476.3870759000,731.0937500000,0.1101671000
3726700477.2698383300,731.1875000000,0.1097617000
3726700478.1524410200,731.3125000000,0.1098986000
3726700479.0347437800,731.4062500000,0.1121758000
3726700479.9123497000,731.5000000000,0.1107094000
3726700480.7953496000,731.5937500000,0.1098189000
3726700481.6817054700,731.6875000000,0.1149789000
3726700482.5605230300,731.8125000000,0.1092614000
3726700483.4450783700,731.9062500000,0.1104163000
3726700484.3279905300,732.0000000000,0.1121349000
3726700485.2121591600,732.0937500000,0.1097985000
3726700486.0939760200,732.1875000000,0.1111005000
3726700486.9757161100,732.3125000000,0.1094472000
3726700487.8577752100,732.4062500000,0.1112373000
3726700488.7432394000,732.5000000000,0.1110780000
3726700489.6223549800,732.5937500000,0.1111699000
3726700490.5072479200,732.6875000000,0.1089979000
3726700491.3904237700,732.8125000000,0.1095105000
3726700492.2744770000,732.9062500000,0.1102713000
3726700493.1551184600,733.0000000000,0.1108186000
3726700494.0395250300,733.0937500000,0.1090755000
3726700494.9196457900,733.1875000000,0.1098863000
3726700495.8038063000,733.3125000000,0.1115437000
3726700496.6927809700,733.4062500000,0.1075591000
3726700497.5718798600,733.5000000000,0.1107104000
3726700498.4603362100,733.5937500000,0.1109146000
3726700499.3427600800,733.6875000000,0.1109248000
3726700500.2249903700,733.8125000000,0.1102059000
3726700501.1060657500,733.9062500000,0.1112761000
3726700501.9883456200,734.0000000000,0.1073079000
3726700502.8741421700,734.0937500000,0.1106205000
3726700503.7567405700,734.1875000000,0.1112965000
3726700504.6422839200,734.3125000000,0.1104776000
3726700505.5308656700,734.4062500000,0.1105654000
3726700506.4149937600,734.5000000000,0.1098312000
3726700507.2953438700,734.5937500000,0.1080349000
3726700508.1776466400,734.6875000000,0.1090020000
3726700509.0657415400,734.8125000000,0.1084894000
3726700509.9520807300,734.9062500000,0.1112373000
3726700510.8359856600,735.0000000000,0.1124086000
3726700511.7219162000,735.0937500000,0.1083893000
3726700512.5960373900,735.1875000000,0.1110780000
3726700513.4733152400,735.3125000000,0.1091695000
3726700514.3573265100,735.4062500000,0.1090347000
3726700515.2429585400,735.5000000000,0.1138923000
3726700516.1168704000,735.5937500000,0.1117581000
3726700516.9963903400,735.6875000000,0.1126128000
3726700517.8811864800,735.8125000000,0.1085363000
3726700518.7629704500,735.9062500000,0.1108227000
3726700519.6455473900,736.0000000000,0.1099568000
3726700520.5311951600,736.0937500000,0.1106001000
3726700521.4112567900,736.1875000000,0.1067585000
3726700522.2909917800,736.3125000000,0.1079349000
3726700523.1724743800,736.4062500000,0.1100303000
3726700524.0524129900,736.5000000000,0.1110065000
3726700524.9359111800,736.5937500000,0.1111863000
3726700525.8182520900,736.6875000000,0.1102774000
3726700526.7034063300,736.8125000000,0.1102121000
3726700527.5880041100,736.9062500000,0.1101937000
3726700528.4766373600,737.0000000000,0.1096576000
3726700529.3605470600,737.0937500000,0.1088223000
3726700530.2452573800,737.1875000000,0.1105082000
3726700531.1308040600,737.3125000000,0.1111556000
3726700532.0096592900,737.4062500000,0.1130397000
3726700532.8912954300,737.5000000000,0.1099098000
3726700533.7727985400,737.5937500000,0.1116968000
3726700534.6591920800,737.6875000000,0.1111577000
3726700535.5449800500,737.8125000000,0.1109024000
3726700536.4282879800,737.9062500000,0.1107186000
3726700537.3120846700,738.0000000000,0.1093798000
3726700538.1976575800,738.0937500000,0.1092900000
3726700539.0818257300,738.1875000000,0.1124392000
3726700539.9665231700,738.3125000000,0.1095759000
3726700540.8467397700,738.4062500000,0.1118408000
3726700541.7299799900,738.5000000000,0.1109575000
3726700542.6064281500,738.5937500000,0.1072364000
3726700543.4965863200,738.6875000000,0.1108493000
3726700544.3772521000,738.8125000000,0.1120226000
3726700545.2627911600,738.9062500000,0.1089407000
3726700546.1519703900,739.0000000000,0.1098455000
3726700547.0304150600,739.0937500000,0.1125148000
3726700547.9104542700,739.1875000000,0.1138556000
3726700548.7940688100,739.3125000000,0.1134757000
3726700549.6800441700,739.4062500000,0.1136656000
3726700550.5627985000,739.5000000000,0.1147195000
3726700551.4444775600,739.5937500000,0.1165729000
3726700552.3318634000,739.6875000000,0.1150993000
3726700553.2052097300,739.8125000000,0.1141762000
3726700554.0816645600,739.9062500000,0.1175358000
3726700554.9670310000,740.0000000000,0.1151831000
3726700555.8523449900,740.0937500000,0.1152944000
3726700556.7319126100,740.1875000000,0.1136227000
3726700557.6162271500,740.3125000000,0.1141578000
3726700558.4980053900,740.4062500000,0.1145500000
3726700559.3815717700,740.5000000000,0.1149503000
3726700560.2660737000,740.5937500000,0.1132623000
3726700561.1496038400,740.6875000000,0.1126945000
3726700562.0380783100,740.8125000000,0.1140843000
3726700562.9170856500,740.9062500000,0.1103305000
3726700563.7960634200,741.0000000000,0.1133746000
3726700564.6787009200,741.0937500000,0.1098250000
3726700565.5643887500,741.1875000000,0.1101957000
3726700566.4490871400,741.3125000000,0.1114007000
3726700567.3337664600,741.4062500000,0.1094452000
3726700568.2136678700,741.5000000000,0.1109105000
3726700569.0958094600,741.5937500000,0.1133705000
3726700569.9839863800,741.6875000000,0.1111985000
3726700570.8656816500,741.8125000000,0.1086242000
3726700571.7422208800,741.9062500000,0.1093696000
3726700572.6250224100,742.0000000000,0.1110331000
3726700573.5007672300,742.0937500000,0.1099915000
3726700574.3837518700,742.1875000000,0.1128017000
3726700575.2648320200,742.3125000000,0.1126455000
3726700576.1480298000,742.4062500000,0.1093594000
3726700577.0312342600,742.5000000000,0.1095269000
3726700577.9096088400,742.5937500000,0.1106532000
3726700578.7969136200,742.6875000000,0.1098455000
3726700579.6811366100,742.8125000000,0.1108962000
3726700580.5622897100,742.9062500000,0.1112026000
3726700581.4388442000,743.0000000000,0.1099680000
3726700582.3237648000,743.0937500000,0.1126618000
3726700583.2064847900,743.1875000000,0.1085139000
3726700584.0864210100,743.3125000000,0.1071057000
3726700584.9722561800,743.4062500000,0.1123473000
3726700585.8567481000,743.5000000000,0.1112802000
3726700586.7367863600,743.5937500000,0.1127721000
3726700587.6172328000,743.6875000000,0.1140292000
3726700588.5038409200,743.8125000000,0.1110474000
3726700589.3819503800,743.9062500000,0.1109596000
3726700590.2594909700,744.0000000000,0.1083147000
3726700591.1423697500,744.0937500000,0.1115947000
3726700592.0250415800,744.1875000000,0.1107574000
3726700592.9052896500,744.3125000000,0.1081452000
3726700593.7891888600,744.4062500000,0.1106001000
3726700594.6755399700,744.5000000000,0.1100129000
3726700595.5617017700,744.5937500000,0.1089489000
3726700596.4400625200,744.6875000000,0.1097229000
3726700597.3208513200,744.8125000000,0.1111536000
3726700598.2056832300,744.9062500000,0.1105348000
3726700599.0890941600,745.0000000000,0.1077266000
3726700599.9730982800,745.0937500000,0.1112659000
3726700600.8550906200,745.1875000000,0.1096106000
3726700601.7328672400,745.3125000000,0.1101528000
3726700602.6169533700,745.4062500000,0.1102631000
3726700603.5039281800,745.5000000000,0.1099690000
3726700604.3930807100,745.5937500000,0.1095269000
3726700605.2775521300,745.6875000000,0.1098046000
3726700606.1574544900,745.8125000000,0.1080145000
3726700607.0353512800,745.9062500000,0.1109350000
3726700607.9176135100,746.0000000000,0.1091021000
3726700608.8042984000,746.0937500000,0.1122268000
3726700609.6898136100,746.1875000000,0.1098945000
3726700610.5695457400,746.3125000000,0.1117693000
3726700611.4521775200,746.4062500000,0.1098638000
3726700612.3351550100,746.5000000000,0.1120593000
3726700613.2092518800,746.5937500000,0.1113374000
3726700614.0980210300,746.6875000000,0.1103816000
3726700614.9774193800,746.8125000000,0.1121165000
3726700615.8650288600,746.9062500000,0.1111025000
3726700616.7485294300,747.0000000000,0.1112761000
3726700617.6354103100,747.0937500000,0.1136330000
3726700618.5162768400,747.1875000000,0.1112884000
3726700619.3968462900,747.3125000000,0.1094778000
3726700620.2813792200,747.4062500000,0.1110065000
3726700621.1624841700,747.5000000000,0.1101753000
3726700622.0417161000,747.5937500000,0.1095269000
3726700622.9263238900,747.6875000000,0.1128068000
3726700623.8160033200,747.8125000000,0.1115253000
3726700624.7031383500,747.9062500000,0.1108452000
3726700625.5849742900,748.0000000000,0.1104980000
3726700626.4707617800,748.0937500000,0.1117275000
3726700627.3534054700,748.1875000000,0.1105266000
3726700628.2364544900,748.3125000000,0.1104857000
3726700629.1176929500,748.4062500000,0.1094268000
3726700629.9968152000,748.5000000000,0.1103244000
3726700630.8795719100,748.5937500000,0.1097536000
3726700631.7623457900,748.6875000000,0.1083689000
3726700632.6377625500,748.8125000000,0.1097862000
3726700633.5181493700,748.9062500000,0.1120083000
3726700634.4012069700,749.0000000000,0.1102876000
3726700635.2874631900,749.0937500000,0.1120287000
3726700636.1743922200,749.1875000000,0.1092144000
3726700637.0557622900,749.3125000000,0.1112169000
3726700637.9378390300,749.4062500000,0.1102999000
3726700638.8216695800,749.5000000000,0.1099455000
3726700639.7005095500,749.5937500000,0.1128395000
3726700640.5754590000,749.6875000000,0.1136881000
3726700641.4591417300,749.8125000000,0.1118837000
3726700642.3420581800,749.9062500000,0.1119960000
3726700643.2269306200,750.0000000000,0.1126312000
