Time[s],Wavelength [nm],Voltage [V]
3726706040.8130865100,760.5000000000,0.1111740000
3726706041.6918702100,760.5937500000,0.1090326000
3726706042.5813941900,760.6875000000,0.1098026000
3726706043.4663376800,760.8125000000,0.1099813000
3726706044.3543162300,760.9062500000,0.1116151000
3726706045.2376918800,761.0000000000,0.1140598000
3726706046.1240282000,761.0937500000,0.1098608000
3726706047.0066208800,761.1875000000,0.1102652000
3726706047.8858647300,761.3125000000,0.1127517000
3726706048.7740521400,761.4062500000,0.1115089000
3726706049.6623158400,761.5000000000,0.1140802000
3726706050.5490713100,761.5937500000,0.1108105000
3726706051.4298505800,761.6875000000,0.1113578000
3726706052.3160386100,761.8125000000,0.1099609000
3726706053.1980528800,761.9062500000,0.1120716000
3726706054.0796222700,762.0000000000,0.1101018000
3726706054.9615774100,762.0937500000,0.1125536000
3726706055.8403897300,762.1875000000,0.1117132000
3726706056.7239265400,762.3125000000,0.1127844000
3726706057.6077585200,762.4062500000,0.1123146000
3726706058.4852895700,762.5000000000,0.1117550000
3726706059.3684873600,762.5937500000,0.1103857000
3726706060.2493495900,762.6875000000,0.1112353000
3726706061.1354565600,762.8125000000,0.1105348000
3726706062.0148401200,762.9062500000,0.1137208000
3726706062.8967871700,763.0000000000,0.1097556000
3726706063.7780504200,763.0937500000,0.1133113000
3726706064.6605682400,763.1875000000,0.1081748000
3726706065.5367760600,763.3125000000,0.1120062000
3726706066.4213438000,763.4062500000,0.1118132000
3726706067.3037991500,763.5000000000,0.1119307000
3726706068.1832966800,763.5937500000,0.1123963000
3726706069.0701646800,763.6875000000,0.1086691000
3726706069.9554262200,763.8125000000,0.1110739000
3726706070.8323903100,763.9062500000,0.1135625000
3726706071.7123193700,764.0000000000,0.1122615000
3726706072.5960702900,764.0937500000,0.1106430000
3726706073.4832639700,764.1875000000,0.1092205000
3726706074.3631968500,764.3125000000,0.1134849000
3726706075.2480878800,764.4062500000,0.1114354000
3726706076.1294469800,764.5000000000,0.1105776000
3726706077.0103616700,764.5937500000,0.1129396000
3726706077.8920702900,764.6875000000,0.1080891000
3726706078.7763810100,764.8125000000,0.1117173000
3726706079.6602702100,764.9062500000,0.1120716000
3726706080.5424103700,765.0000000000,0.1112720000
3726706081.4287886600,765.0937500000,0.1098608000
3726706082.3145265600,765.1875000000,0.1118122000
3726706083.2039465900,765.3125000000,0.1091940000
3726706084.0869255100,765.4062500000,0.1095371000
3726706084.9724903100,765.5000000000,0.1127578000
3726706085.8582272500,765.5937500000,0.1118674000
3726706086.7415294600,765.6875000000,0.1091225000
3726706087.6313090300,765.8125000000,0.1088958000
3726706088.5167665500,765.9062500000,0.1123065000
3726706089.4012007700,766.0000000000,0.1101876000
3726706090.2883534400,766.0937500000,0.1099292000
3726706091.1710953700,766.1875000000,0.1093206000
3726706092.0556664500,766.3125000000,0.1082555000
3726706092.9427104000,766.4062500000,0.1121778000
3726706093.8267669700,766.5000000000,0.1118306000
3726706094.7096610100,766.5937500000,0.1127333000
3726706095.5798502000,766.6875000000,0.1120205000
3726706096.4603199900,766.8125000000,0.1076122000
3726706097.3482832900,766.9062500000,0.1092797000
3726706098.2341103500,767.0000000000,0.1088345000
3726706099.1166129100,767.0937500000,0.1095330000
3726706100.0021710400,767.1875000000,0.1094125000
3726706100.8853898000,767.3125000000,0.1127946000
3726706101.7678194000,767.4062500000,0.1108227000
3726706102.6500086800,767.5000000000,0.1110658000
3726706103.5275368700,767.5937500000,0.1106859000
3726706104.4046769100,767.6875000000,0.1118020000
3726706105.2811369900,767.8125000000,0.1111679000
3726706106.1610994300,767.9062500000,0.1082034000
3726706107.0456743200,768.0000000000,0.1091572000
3726706107.9243016200,768.0937500000,0.1070546000
3726706108.8095207200,768.1875000000,0.1065992000
3726706109.6960849800,768.3125000000,0.1109922000
3726706110.5737934100,768.4062500000,0.1137269000
3726706111.4505133600,768.5000000000,0.1119960000
3726706112.3341784500,768.5937500000,0.1128702000
3726706113.2208623900,768.6875000000,0.1110739000
3726706114.1005840300,768.8125000000,0.1105858000
3726706114.9836649900,768.9062500000,0.1139556000
3726706115.8614678400,769.0000000000,0.1121839000
3726706116.7489385600,769.0937500000,0.1112659000
3726706117.6260399800,769.1875000000,0.1100293000
3726706118.5078253700,769.3125000000,0.1106471000
3726706119.3913598000,769.4062500000,0.1102856000
3726706120.2755246200,769.5000000000,0.1102427000
3726706121.1584143600,769.5937500000,0.1130356000
3726706122.0416326500,769.6875000000,0.1098924000
3726706122.9303665200,769.8125000000,0.1129723000
3726706123.8053145400,769.9062500000,0.1129682000
3726706124.6879358300,770.0000000000,0.1110801000
3726706125.5722961400,770.0937500000,0.1091041000
3726706126.4559097300,770.1875000000,0.1113701000
3726706127.3383145300,770.3125000000,0.1113047000
3726706128.2213096600,770.4062500000,0.1095698000
3726706129.1107630700,770.5000000000,0.1123412000
3726706129.9918623000,770.5937500000,0.1096453000
3726706130.8703022000,770.6875000000,0.1114089000
3726706131.7503137600,770.8125000000,0.1103612000
3726706132.6293830900,770.9062500000,0.1116744000
3726706133.5097575200,771.0000000000,0.1138862000
3726706134.3931279200,771.0937500000,0.1101008000
3726706135.2772312200,771.1875000000,0.1127374000
3726706136.1602225300,771.3125000000,0.1092675000
3726706137.0433473600,771.4062500000,0.1115314000
3726706137.9259071300,771.5000000000,0.1099772000
3726706138.8084301900,771.5937500000,0.1119389000
3726706139.6935048100,771.6875000000,0.1091000000
3726706140.5696463600,771.8125000000,0.1105388000
3726706141.4537248600,771.9062500000,0.1086589000
3726706142.3357296000,772.0000000000,0.1136360000
3726706143.2197418200,772.0937500000,0.1134277000
3726706144.1032791100,772.1875000000,0.1117030000
3726706144.9879074100,772.3125000000,0.1125495000
3726706145.8659434300,772.4062500000,0.1127313000
3726706146.7487278000,772.5000000000,0.1127068000
3726706147.6374392500,772.5937500000,0.1132929000
3726706148.5240159000,772.6875000000,0.1176829000
3726706149.4071841200,772.8125000000,0.1155272000
3726706150.2873702000,772.9062500000,0.1106573000
3726706151.1703190800,773.0000000000,0.1136166000
3726706152.0558056800,773.0937500000,0.1152382000
3726706152.9379777900,773.1875000000,0.1130744000
3726706153.8256583200,773.3125000000,0.1100385000
3726706154.7113857300,773.4062500000,0.1094615000
3726706155.5879368800,773.5000000000,0.1107757000
3726706156.4673681200,773.5937500000,0.1135829000
3726706157.3562960600,773.6875000000,0.1109596000
3726706158.2402153000,773.8125000000,0.1104510000
3726706159.1258649800,773.9062500000,0.1089387000
3726706160.0042390800,774.0000000000,0.1111025000
3726706160.8872861800,774.0937500000,0.1113210000
3726706161.7733063700,774.1875000000,0.1107431000
3726706162.6525921800,774.3125000000,0.1124882000
3726706163.5333266200,774.4062500000,0.1114844000
3726706164.4124469700,774.5000000000,0.1128681000
3726706165.2993121100,774.5937500000,0.1107941000
3726706166.1854624700,774.6875000000,0.1078736000
3726706167.0641655900,774.8125000000,0.1103938000
3726706167.9462199200,774.9062500000,0.1098741000
3726706168.8238768600,775.0000000000,0.1081605000
3726706169.7067360900,775.0937500000,0.1116049000
3726706170.5923671700,775.1875000000,0.1110474000
3726706171.4811105700,775.3125000000,0.1106695000
3726706172.3617925600,775.4062500000,0.1091878000
3726706173.2380113600,775.5000000000,0.1102774000
3726706174.1210446300,775.5937500000,0.1127415000
3726706175.0061936400,775.6875000000,0.1089019000
3726706175.8909945500,775.8125000000,0.1108411000
3726706176.7720136600,775.9062500000,0.1100773000
3726706177.6566734300,776.0000000000,0.1121431000
3726706178.5431294400,776.0937500000,0.1139924000
3726706179.4266815200,776.1875000000,0.1082433000
3726706180.3094382300,776.3125000000,0.1086977000
3726706181.1939153700,776.4062500000,0.1096086000
3726706182.0756602300,776.5000000000,0.1086487000
3726706182.9575362200,776.5937500000,0.1104980000
3726706183.8452734900,776.6875000000,0.1129723000
3726706184.7278022800,776.8125000000,0.1071567000
3726706185.6111583700,776.9062500000,0.1101079000
3726706186.4953727700,777.0000000000,0.1105511000
3726706187.3751072900,777.0937500000,0.1136881000
3726706188.2600646000,777.1875000000,0.1159500000
3726706189.1417021700,777.3125000000,0.1116029000
3726706190.0244050000,777.4062500000,0.1153965000
3726706190.9093136800,777.5000000000,0.1150217000
3726706191.7900090200,777.5937500000,0.1185162000
3726706192.6693153400,777.6875000000,0.1136044000
3726706193.5529584900,777.8125000000,0.1164932000
3726706194.4293046000,777.9062500000,0.1148992000
3726706195.3123960500,778.0000000000,0.1136227000
3726706196.1958146100,778.0937500000,0.1111270000
3726706197.0781865100,778.1875000000,0.1128477000
3726706197.9611005800,778.3125000000,0.1111229000
3726706198.8417058000,778.4062500000,0.1133317000
3726706199.7288961400,778.5000000000,0.1104306000
3726706200.6133446700,778.5937500000,0.1111903000
3726706201.4987053900,778.6875000000,0.1114824000
3726706202.3779554400,778.8125000000,0.1099721000
3726706203.2629222900,778.9062500000,0.1111883000
3726706204.1429753300,779.0000000000,0.1107676000
3726706205.0265550600,779.0937500000,0.1087426000
3726706205.9077854100,779.1875000000,0.1106307000
3726706206.7904729800,779.3125000000,0.1110229000
3726706207.6726622600,779.4062500000,0.1139373000
3726706208.5546097700,779.5000000000,0.1111107000
3726706209.4399118400,779.5937500000,0.1107410000
3726706210.3199839600,779.6875000000,0.1099925000
3726706211.2042632100,779.8125000000,0.1082770000
3726706212.0858383200,779.9062500000,0.1096698000
3726706212.9692983600,780.0000000000,0.1106369000
3726706213.8475217800,780.0937500000,0.1093002000
3726706214.7359943400,780.1875000000,0.1104612000
3726706215.6106095300,780.3125000000,0.1097107000
3726706216.4877657900,780.4062500000,0.1094145000
3726706217.3731017100,780.5000000000,0.1089428000
3726706218.2577238100,780.5937500000,0.1112496000
3726706219.1395897900,780.6875000000,0.1108840000
3726706220.0196080200,780.8125000000,0.1089795000
3726706220.9014616000,780.9062500000,0.1097944000
3726706221.7800321600,781.0000000000,0.1093778000
3726706222.6617894200,781.0937500000,0.1103489000
3726706223.5446286200,781.1875000000,0.1122329000
3726706224.4269752500,781.3125000000,0.1103877000
3726706225.3131480200,781.4062500000,0.1116294000
3726706226.1958112700,781.5000000000,0.1105225000
3726706227.0775117900,781.5937500000,0.1105450000
3726706227.9649615300,781.6875000000,0.1081483000
3726706228.8494615500,781.8125000000,0.1110617000
3726706229.7293262500,781.9062500000,0.1115375000
3726706230.6078953700,782.0000000000,0.1124270000
3726706231.4929246900,782.0937500000,0.1096269000
3726706232.3768897000,782.1875000000,0.1099200000
3726706233.2623353000,782.3125000000,0.1108186000
3726706234.1471262000,782.4062500000,0.1103836000
3726706235.0333294900,782.5000000000,0.1111127000
3726706235.9161791800,782.5937500000,0.1103755000
3726706236.7952613800,782.6875000000,0.1115477000
3726706237.6765999800,782.8125000000,0.1092940000
3726706238.5512023000,782.9062500000,0.1091592000
3726706239.4342865900,783.0000000000,0.1090796000
3726706240.3122606300,783.0937500000,0.1104367000
3726706241.1928081500,783.1875000000,0.1117213000
3726706242.0762333900,783.3125000000,0.1125250000
3726706242.9573040000,783.4062500000,0.1109024000
3726706243.8378853800,783.5000000000,0.1111168000
3726706244.7207360300,783.5937500000,0.1143151000
3726706245.6025934200,783.6875000000,0.1092389000
3726706246.4766650200,783.8125000000,0.1123351000
3726706247.3515319800,783.9062500000,0.1089019000
3726706248.2312207200,784.0000000000,0.1106246000
3726706249.1133208300,784.0937500000,0.1086936000
3726706250.0002431900,784.1875000000,0.1133797000
3726706250.8788638100,784.3125000000,0.1104817000
3726706251.7611680000,784.4062500000,0.1119552000
3726706252.6459469800,784.5000000000,0.1114334000
3726706253.5279574400,784.5937500000,0.1096331000
3726706254.4101486200,784.6875000000,0.1098822000
3726706255.2958173700,784.8125000000,0.1091980000
3726706256.1840109800,784.9062500000,0.1126271000
3726706257.0700526200,785.0000000000,0.1110658000
3726706257.9528150500,785.0937500000,0.1100283000
3726706258.8338847200,785.1875000000,0.1107757000
3726706259.7195887600,785.3125000000,0.1109146000
3726706260.6026034300,785.4062500000,0.1123351000
3726706261.4889521600,785.5000000000,0.1111883000
3726706262.3703031500,785.5937500000,0.1119777000
3726706263.2504448900,785.6875000000,0.1087344000
3726706264.1325359300,785.8125000000,0.1109432000
3726706265.0122256300,785.9062500000,0.1122186000
3726706265.8964457500,786.0000000000,0.1080166000
3726706266.7782678600,786.0937500000,0.1104163000
3726706267.6626129100,786.1875000000,0.1082382000
3726706268.5476489100,786.3125000000,0.1108268000
3726706269.4213881500,786.4062500000,0.1108431000
3726706270.3067026100,786.5000000000,0.1099670000
3726706271.1869449600,786.5937500000,0.1102897000
3726706272.0689520800,786.6875000000,0.1113496000
3726706272.9505081200,786.8125000000,0.1120798000
3726706273.8320126500,786.9062500000,0.1117448000
3726706274.7173848100,787.0000000000,0.1117898000
3726706275.5963912000,787.0937500000,0.1122064000
3726706276.4801664300,787.1875000000,0.1110801000
3726706277.3638777700,787.3125000000,0.1118306000
3726706278.2489976900,787.4062500000,0.1099455000
3726706279.1392698300,787.5000000000,0.1136513000
3726706280.0236802100,787.5937500000,0.1102529000
3726706280.9087281200,787.6875000000,0.1127803000
3726706281.7920432100,787.8125000000,0.1093859000
3726706282.6722674400,787.9062500000,0.1108962000
3726706283.5528831500,788.0000000000,0.1111781000
3726706284.4299278200,788.0937500000,0.1097679000
3726706285.3127889600,788.1875000000,0.1096514000
3726706286.1966223700,788.3125000000,0.1119715000
3726706287.0839118900,788.4062500000,0.1096208000
3726706287.9659047100,788.5000000000,0.1096821000
3726706288.8504114100,788.5937500000,0.1119491000
3726706289.7362527800,788.6875000000,0.1099782000
3726706290.6179990800,788.8125000000,0.1100487000
3726706291.5041127200,788.9062500000,0.1127088000
3726706292.3867249500,789.0000000000,0.1106879000
3726706293.2725920700,789.0937500000,0.1120757000
3726706294.1536917700,789.1875000000,0.1085751000
3726706295.0364790000,789.3125000000,0.1108105000
3726706295.9192910200,789.4062500000,0.1116958000
3726706296.8019065800,789.5000000000,0.1082637000
3726706297.6824545800,789.5937500000,0.1097740000
3726706298.5645737600,789.6875000000,0.1100630000
3726706299.4439072600,789.8125000000,0.1094064000
3726706300.3277769100,789.9062500000,0.1120798000
3726706301.2129159000,790.0000000000,0.1103571000
3726706302.0944175700,790.0937500000,0.1113272000
3726706302.9788398700,790.1875000000,0.1107145000
3726706303.8608055100,790.3125000000,0.1080942000
3726706304.7409167300,790.4062500000,0.1091245000
3726706305.6269645700,790.5000000000,0.1086323000
3726706306.5032506000,790.5937500000,0.1121717000
3726706307.3861599000,790.6875000000,0.1101181000
3726706308.2694311100,790.8125000000,0.1068606000
3726706309.1502137200,790.9062500000,0.1093921000
3726706310.0312128100,791.0000000000,0.1097291000
3726706310.9150328600,791.0937500000,0.1085180000
3726706311.7931885700,791.1875000000,0.1082596000
3726706312.6749978100,791.3125000000,0.1137167000
3726706313.5598311400,791.4062500000,0.1113476000
3726706314.4386606200,791.5000000000,0.1105041000
3726706315.3205313700,791.5937500000,0.1118245000
3726706316.2030062700,791.6875000000,0.1119511000
3726706317.0823698000,791.8125000000,0.1087692000
3726706317.9688625300,791.9062500000,0.1113660000
3726706318.8529086100,792.0000000000,0.1102876000
3726706319.7354431100,792.0937500000,0.1100089000
3726706320.6099824900,792.1875000000,0.1089040000
3726706321.4932394000,792.3125000000,0.1114395000
3726706322.3765993100,792.4062500000,0.1079921000
3726706323.2601742700,792.5000000000,0.1116764000
3726706324.1473522200,792.5937500000,0.1105429000
3726706325.0294742600,792.6875000000,0.1118735000
3726706325.9156665800,792.8125000000,0.1086425000
3726706326.7977967200,792.9062500000,0.1078756000
3726706327.6813254300,793.0000000000,0.1119021000
3726706328.5635685900,793.0937500000,0.1091266000
3726706329.4429621700,793.1875000000,0.1110596000
3726706330.3269104900,793.3125000000,0.1118817000
3726706331.2101478600,793.4062500000,0.1097576000
3726706332.0950121900,793.5000000000,0.1137943000
3726706332.9733104700,793.5937500000,0.1117591000
3726706333.8541746100,793.6875000000,0.1085629000
3726706334.7376589800,793.8125000000,0.1112782000
3726706335.6127553000,793.9062500000,0.1112945000
3726706336.4975318900,794.0000000000,0.1098720000
3726706337.3783206900,794.0937500000,0.1103244000
3726706338.2640495300,794.1875000000,0.1084771000
3726706339.1502032300,794.3125000000,0.1109371000
3726706340.0336041400,794.4062500000,0.1109963000
3726706340.9192256900,794.5000000000,0.1118755000
3726706341.7987904500,794.5937500000,0.1131581000
3726706342.6799726500,794.6875000000,0.1107574000
3726706343.5681209600,794.8125000000,0.1089877000
3726706344.4504032100,794.9062500000,0.1117581000
3726706345.3333087000,795.0000000000,0.1101181000
3726706346.2116160400,795.0937500000,0.1083393000
3726706347.0953002000,795.1875000000,0.1082606000
3726706347.9768862700,795.3125000000,0.1111515000
3726706348.8575840000,795.4062500000,0.1114661000
3726706349.7412719700,795.5000000000,0.1097045000
3726706350.6277408600,795.5937500000,0.1131540000
3726706351.5133047100,795.6875000000,0.1054524000
3726706352.3937406500,795.8125000000,0.1098832000
3726706353.2782816900,795.9062500000,0.1075815000
3726706354.1620845800,796.0000000000,0.1108513000
3726706355.0437855700,796.0937500000,0.1108391000
3726706355.9222078300,796.1875000000,0.1106512000
3726706356.8079137800,796.3125000000,0.1072384000
3726706357.6933360100,796.4062500000,0.1099762000
3726706358.5835337600,796.5000000000,0.1126761000
3726706359.4635143300,796.5937500000,0.1120614000
3726706360.3499960900,796.6875000000,0.1079410000
3726706361.2366991000,796.8125000000,0.1092675000
3726706362.1165943100,796.9062500000,0.1105879000
3726706362.9994392400,797.0000000000,0.1099803000
3726706363.8795800200,797.0937500000,0.1094574000
3726706364.7581462800,797.1875000000,0.1123432000
3726706365.6432142200,797.3125000000,0.1085425000
3726706366.5300025900,797.4062500000,0.1110515000
3726706367.4157590900,797.5000000000,0.1078899000
3726706368.3051695800,797.5937500000,0.1118878000
3726706369.1913738200,797.6875000000,0.1128620000
3726706370.0787072200,797.8125000000,0.1137820000
3726706370.9611945100,797.9062500000,0.1102141000
3726706371.8479161300,798.0000000000,0.1112720000
3726706372.7311873400,798.0937500000,0.1109739000
3726706373.6212024700,798.1875000000,0.1077306000
3726706374.5054359400,798.3125000000,0.1098496000
3726706375.3881745300,798.4062500000,0.1108493000
3726706376.2730522100,798.5000000000,0.1091838000
3726706377.1559777200,798.5937500000,0.1101784000
3726706378.0375466300,798.6875000000,0.1135462000
3726706378.9175882300,798.8125000000,0.1109228000
3726706379.7993640900,798.9062500000,0.1088692000
3726706380.6857733700,799.0000000000,0.1087610000
3726706381.5693864800,799.0937500000,0.1124780000
3726706382.4480233200,799.1875000000,0.1069382000
3726706383.3264918300,799.3125000000,0.1097515000
3726706384.2092881200,799.4062500000,0.1127006000
3726706385.0906367300,799.5000000000,0.1108881000
3726706385.9695758800,799.5937500000,0.1069974000
3726706386.8495998400,799.6875000000,0.1080349000
3726706387.7287783600,799.8125000000,0.1098536000
3726706388.6105761500,799.9062500000,0.1095759000
3726706389.4916200600,800.0000000000,0.1113394000
3726706390.3758626000,600.0000000000,0.1138392000
3726706393.4274997700,600.0937500000,0.1126598000
3726706394.3114609700,600.1875000000,0.1088447000
3726706395.1904201500,600.3125000000,0.1129886000
3726706396.0770378100,600.4062500000,0.1089285000
3726706396.9583287200,600.5000000000,0.1127190000
3726706397.8413367300,600.5937500000,0.1078144000
3726706398.7275342900,600.6875000000,0.1098005000
3726706399.6080703700,600.8125000000,0.1090571000
3726706400.4938874200,600.9062500000,0.1105041000
3726706401.3778734200,601.0000000000,0.1112210000
3726706402.2580862000,601.0937500000,0.1092491000
3726706403.1405181900,601.1875000000,0.1120512000
3726706404.0232825300,601.3125000000,0.1098924000
3726706404.9077072100,601.4062500000,0.1126271000
3726706405.7903790500,601.5000000000,0.1142395000
3726706406.6711874000,601.5937500000,0.1100916000
3726706407.5515222500,601.6875000000,0.1119389000
3726706408.4329943600,601.8125000000,0.1084873000
3726706409.3129553800,601.9062500000,0.1109800000
3726706410.1942224500,602.0000000000,0.1115865000
3726706411.0778598800,602.0937500000,0.1099752000
3726706411.9636440300,602.1875000000,0.1111005000
3726706412.8449606900,602.3125000000,0.1109126000
3726706413.7251853900,602.4062500000,0.1116478000
3726706414.6072959900,602.5000000000,0.1120900000
3726706415.4899449300,602.5937500000,0.1093594000
3726706416.3711385700,602.6875000000,0.1099537000
3726706417.2578530300,602.8125000000,0.1115865000
3726706418.1395177800,602.9062500000,0.1138392000
3726706419.0196542700,603.0000000000,0.1103877000
3726706419.8975906400,603.0937500000,0.1104183000
3726706420.7736029600,603.1875000000,0.1184467000
3726706421.6557912800,603.3125000000,0.1117264000
3726706422.5405454600,603.4062500000,0.1117224000
3726706423.4201054600,603.5000000000,0.1098250000
3726706424.2974886900,603.5937500000,0.1149217000
3726706425.1740655900,603.6875000000,0.1159439000
3726706426.0608382200,603.8125000000,0.1148257000
3726706426.9429960200,603.9062500000,0.1159806000
3726706427.8312382700,604.0000000000,0.1143008000
3726706428.7120738000,604.0937500000,0.1132766000
3726706429.5929670300,604.1875000000,0.1120185000
3726706430.4759593000,604.3125000000,0.1141027000
3726706431.3560957900,604.4062500000,0.1129110000
3726706432.2375254600,604.5000000000,0.1093410000
3726706433.1206369400,604.5937500000,0.1124086000
3726706434.0018377300,604.6875000000,0.1128671000
3726706434.8867673900,604.8125000000,0.1113231000
3726706435.7631831200,604.9062500000,0.1121124000
3726706436.6432590500,605.0000000000,0.1132807000
3726706437.5257000900,605.0937500000,0.1124106000
3726706438.4082417500,605.1875000000,0.1126720000
3726706439.2886047400,605.3125000000,0.1118306000
3726706440.1699295000,605.4062500000,0.1099231000
3726706441.0510344500,605.5000000000,0.1111005000
3726706441.9309353800,605.5937500000,0.1116539000
3726706442.8117375400,605.6875000000,0.1108370000
3726706443.6957597700,605.8125000000,0.1099619000
3726706444.5776047700,605.9062500000,0.1077041000
3726706445.4630889900,606.0000000000,0.1114375000
3726706446.3478078800,606.0937500000,0.1104939000
3726706447.2336826300,606.1875000000,0.1126312000
3726706448.1158967000,606.3125000000,0.1100568000
3726706449.0006895100,606.4062500000,0.1121574000
3726706449.8821063000,606.5000000000,0.1130172000
3726706450.7600846300,606.5937500000,0.1099486000
3726706451.6446576100,606.6875000000,0.1087549000
3726706452.5256457300,606.8125000000,0.1114191000
3726706453.4081625900,606.9062500000,0.1116621000
3726706454.2880926100,607.0000000000,0.1119593000
3726706455.1692762400,607.0937500000,0.1118551000
3726706456.0542879100,607.1875000000,0.1108043000
3726706456.9399352100,607.3125000000,0.1117642000
3726706457.8248519900,607.4062500000,0.1084587000
3726706458.7053489700,607.5000000000,0.1098005000
3726706459.5907998100,607.5937500000,0.1109269000
3726706460.4744048100,607.6875000000,0.1098128000
3726706461.3609175700,607.8125000000,0.1087569000
3726706462.2445158900,607.9062500000,0.1107676000
3726706463.1278982200,608.0000000000,0.1102590000
3726706464.0071554200,608.0937500000,0.1120308000
3726706464.8901557900,608.1875000000,0.1123391000
3726706465.7725186300,608.3125000000,0.1112843000
3726706466.6551208500,608.4062500000,0.1125087000
3726706467.5367102600,608.5000000000,0.1098547000
3726706468.4199056600,608.5937500000,0.1090428000
3726706469.3014001800,608.6875000000,0.1111944000
3726706470.1879167500,608.8125000000,0.1119021000
3726706471.0707049400,608.9062500000,0.1095514000
3726706471.9536695500,609.0000000000,0.1110004000
3726706472.8418273900,609.0937500000,0.1096004000
3726706473.7254090300,609.1875000000,0.1122003000
3726706474.6096925700,609.3125000000,0.1138086000
3726706475.4946527500,609.4062500000,0.1113966000
3726706476.3808841700,609.5000000000,0.1094840000
3726706477.2608270600,609.5937500000,0.1107349000
3726706478.1422286000,609.6875000000,0.1130560000
3726706479.0210537900,609.8125000000,0.1105797000
3726706479.9034304600,609.9062500000,0.1112005000
3726706480.7906866100,610.0000000000,0.1118572000
3726706481.6692681300,610.0937500000,0.1107982000
3726706482.5540585500,610.1875000000,0.1160909000
3726706483.4365086500,610.3125000000,0.1113435000
3726706484.3195209500,610.4062500000,0.1116631000
3726706485.1977248200,610.5000000000,0.1113272000
3726706486.0754914300,610.5937500000,0.1153199000
3726706486.9645810100,610.6875000000,0.1144703000
3726706487.8473343800,610.8125000000,0.1167036000
3726706488.7311096200,610.9062500000,0.1182139000
3726706489.6126327500,611.0000000000,0.1315258000
3726706490.4968609800,611.0937500000,0.1763395000
3726706491.3848576500,611.1875000000,0.2290623000
3726706492.2663264300,611.3125000000,0.2544362000
3726706493.1515231100,611.4062500000,0.2623104000
3726706494.0337958300,611.5000000000,0.2937785000
3726706494.9170198400,611.5937500000,0.3620780000
3726706495.7937655400,611.6875000000,0.3972693000
3726706496.6760239600,611.8125000000,0.3890193000
3726706497.5629453600,611.9062500000,0.3976676000
3726706498.4442329400,612.0000000000,0.3709590000
3726706499.3271665600,612.0937500000,0.3228000000
3726706500.2049360300,612.1875000000,0.2634449000
3726706501.0892381700,612.3125000000,0.2359858000
3726706501.9725837700,612.4062500000,0.2164112000
3726706502.8514823900,612.5000000000,0.1849203000
3726706503.7390713700,612.5937500000,0.1350774000
3726706504.6187553400,612.6875000000,0.1139638000
3726706505.5013394300,612.8125000000,0.1154966000
3726706506.3890175800,612.9062500000,0.1131316000
3726706507.2687382700,613.0000000000,0.1124270000
3726706508.1489710800,613.0937500000,0.1117642000
3726706509.0305504800,613.1875000000,0.1126659000
3726706509.9119424800,613.3125000000,0.1089836000
3726706510.7899622900,613.4062500000,0.1118153000
3726706511.6682791700,613.5000000000,0.1113844000
3726706512.5532097800,613.5937500000,0.1140230000
3726706513.4374599400,613.6875000000,0.1109881000
3726706514.3180408500,613.8125000000,0.1147522000
3726706515.2023630100,613.9062500000,0.1091000000
3726706516.0818142900,614.0000000000,0.1110167000
3726706516.9652638400,614.0937500000,0.1108370000
3726706517.8453712500,614.1875000000,0.1092287000
3726706518.7300376900,614.3125000000,0.1119613000
3726706519.6160726500,614.4062500000,0.1126046000
3726706520.5012192700,614.5000000000,0.1090898000
3726706521.3856678000,614.5937500000,0.1104040000
3726706522.2756757700,614.6875000000,0.1135125000
3726706523.1581201500,614.8125000000,0.1135227000
3726706524.0459218000,614.9062500000,0.1118041000
3726706524.9287552800,615.0000000000,0.1153720000
3726706525.8130841200,615.0937500000,0.1114089000
3726706526.6998624800,615.1875000000,0.1099149000
3726706527.5791525800,615.3125000000,0.1130274000
3726706528.4634695000,615.4062500000,0.1098792000
3726706529.3408122100,615.5000000000,0.1088386000
3726706530.2247071300,615.5937500000,0.1104367000
3726706531.1119542100,615.6875000000,0.1102652000
3726706531.9962229700,615.8125000000,0.1133011000
3726706532.8787417400,615.9062500000,0.1090204000
3726706533.7646145800,616.0000000000,0.1088815000
3726706534.6485352500,616.0937500000,0.1095371000
3726706535.5221033100,616.1875000000,0.1108084000
3726706536.4021582600,616.3125000000,0.1107839000
3726706537.2885727900,616.4062500000,0.1112169000
3726706538.1680064200,616.5000000000,0.1071935000
3726706539.0516366900,616.5937500000,0.1131520000
3726706539.9338960600,616.6875000000,0.1101651000
3726706540.8153114300,616.8125000000,0.1081779000
3726706541.6985416400,616.9062500000,0.1113231000
3726706542.5811624500,617.0000000000,0.1121451000
3726706543.4631214100,617.0937500000,0.1111229000
3726706544.3468294100,617.1875000000,0.1114497000
3726706545.2232961600,617.3125000000,0.1116468000
3726706546.1061024700,617.4062500000,0.1103979000
3726706546.9924440400,617.5000000000,0.1090939000
3726706547.8645682300,617.5937500000,0.1119164000
3726706548.7501792900,617.6875000000,0.1111393000
3726706549.6306576700,617.8125000000,0.1120777000
3726706550.5177025800,617.9062500000,0.1125801000
3726706551.4057769800,618.0000000000,0.1112537000
3726706552.2861728700,618.0937500000,0.1106348000
3726706553.1691622700,618.1875000000,0.1112169000
3726706554.0482144300,618.3125000000,0.1109677000
3726706554.9335727700,618.4062500000,0.1144969000
3726706555.8134560600,618.5000000000,0.1108186000
