X-Axis_A (relative inverse cm), sample_A_spectrum (CCD counts), X-Axis_B (relative inverse cm), sample_B_spectrum (CCD counts), X-Axis_C (relative inverse cm),sample_C_spectrum (CCD counts)
 1.86921E+03, 1.56870E+03, 1.86921E+03, 1.60110E+03, 1.86921E+03, 1.59440E+03
 1.87157E+03, 1.57260E+03, 1.87157E+03, 1.60210E+03, 1.87157E+03, 1.60000E+03
 1.87392E+03, 1.57080E+03, 1.87392E+03, 1.60200E+03, 1.87392E+03, 1.59940E+03
 1.87627E+03, 1.56830E+03, 1.87627E+03, 1.59890E+03, 1.87627E+03, 1.59620E+03
 1.87862E+03, 1.56960E+03, 1.87862E+03, 1.60330E+03, 1.87862E+03, 1.59980E+03
 1.88097E+03, 1.57030E+03, 1.88097E+03, 1.59590E+03, 1.88097E+03, 1.59990E+03
 1.88332E+03, 1.57220E+03, 1.88332E+03, 1.60280E+03, 1.88332E+03, 1.59680E+03
 1.88567E+03, 1.57140E+03, 1.88567E+03, 1.60390E+03, 1.88567E+03, 1.59580E+03
 1.88801E+03, 1.57000E+03, 1.88801E+03, 1.59940E+03, 1.88801E+03, 1.59490E+03
 1.89036E+03, 1.57110E+03, 1.89036E+03, 1.60310E+03, 1.89036E+03, 1.59480E+03
 1.89271E+03, 1.56810E+03, 1.89271E+03, 1.59910E+03, 1.89271E+03, 1.60170E+03
 1.89505E+03, 1.57070E+03, 1.89505E+03, 1.60230E+03, 1.89505E+03, 1.59860E+03
 1.89740E+03, 1.56840E+03, 1.89740E+03, 1.59940E+03, 1.89740E+03, 1.59870E+03
 1.89974E+03, 1.56940E+03, 1.89974E+03, 1.60380E+03, 1.89974E+03, 1.60150E+03
 1.90209E+03, 1.56940E+03, 1.90209E+03, 1.59870E+03, 1.90209E+03, 1.59510E+03
 1.90443E+03, 1.56960E+03, 1.90443E+03, 1.59530E+03, 1.90443E+03, 1.59710E+03
 1.90677E+03, 1.56740E+03, 1.90677E+03, 1.59910E+03, 1.90677E+03, 1.59850E+03
 1.90911E+03, 1.57010E+03, 1.90911E+03, 1.60260E+03, 1.90911E+03, 1.59940E+03
 1.91145E+03, 1.57100E+03, 1.91145E+03, 1.60300E+03, 1.91145E+03, 1.59660E+03
 1.91379E+03, 1.56880E+03, 1.91379E+03, 1.59920E+03, 1.91379E+03, 1.60050E+03
 1.91613E+03, 1.56780E+03, 1.91613E+03, 1.60150E+03, 1.91613E+03, 1.60160E+03
 1.91847E+03, 1.56890E+03, 1.91847E+03, 1.60280E+03, 1.91847E+03, 1.59470E+03
 1.92081E+03, 1.56860E+03, 1.92081E+03, 1.59860E+03, 1.92081E+03, 1.59710E+03
 1.92315E+03, 1.56820E+03, 1.92315E+03, 1.59940E+03, 1.92315E+03, 1.60190E+03
 1.92548E+03, 1.56860E+03, 1.92548E+03, 1.59660E+03, 1.92548E+03, 1.59850E+03
 1.92782E+03, 1.56880E+03, 1.92782E+03, 1.60270E+03, 1.92782E+03, 1.59530E+03
 1.93015E+03, 1.56990E+03, 1.93015E+03, 1.60090E+03, 1.93015E+03, 1.59750E+03
 1.93249E+03, 1.56930E+03, 1.93249E+03, 1.59970E+03, 1.93249E+03, 1.59650E+03
 1.93482E+03, 1.57050E+03, 1.93482E+03, 1.60080E+03, 1.93482E+03, 1.59570E+03
 1.93716E+03, 1.56780E+03, 1.93716E+03, 1.59550E+03, 1.93716E+03, 1.59660E+03
 1.93949E+03, 1.56910E+03, 1.93949E+03, 1.60230E+03, 1.93949E+03, 1.60020E+03
 1.94182E+03, 1.56740E+03, 1.94182E+03, 1.60430E+03, 1.94182E+03, 1.59700E+03
 1.94415E+03, 1.57060E+03, 1.94415E+03, 1.60020E+03, 1.94415E+03, 1.59980E+03
 1.94648E+03, 1.56780E+03, 1.94648E+03, 1.59760E+03, 1.94648E+03, 1.59810E+03
 1.94881E+03, 1.56870E+03, 1.94881E+03, 1.60140E+03, 1.94881E+03, 1.59870E+03
 1.95114E+03, 1.57180E+03, 1.95114E+03, 1.59910E+03, 1.95114E+03, 1.59860E+03
 1.95347E+03, 1.56880E+03, 1.95347E+03, 1.60070E+03, 1.95347E+03, 1.59730E+03
 1.95579E+03, 1.56990E+03, 1.95579E+03, 1.60050E+03, 1.95579E+03, 1.59860E+03
 1.95812E+03, 1.57000E+03, 1.95812E+03, 1.59910E+03, 1.95812E+03, 1.60030E+03
 1.96045E+03, 1.56950E+03, 1.96045E+03, 1.59900E+03, 1.96045E+03, 1.59530E+03
 1.96277E+03, 1.56990E+03, 1.96277E+03, 1.60010E+03, 1.96277E+03, 1.59680E+03
 1.96510E+03, 1.56930E+03, 1.96510E+03, 1.60160E+03, 1.96510E+03, 1.59630E+03
 1.96742E+03, 1.57100E+03, 1.96742E+03, 1.59980E+03, 1.96742E+03, 1.59580E+03
 1.96974E+03, 1.57070E+03, 1.96974E+03, 1.59920E+03, 1.96974E+03, 1.59950E+03
 1.97207E+03, 1.56980E+03, 1.97207E+03, 1.59640E+03, 1.97207E+03, 1.59700E+03
 1.97439E+03, 1.56930E+03, 1.97439E+03, 1.60010E+03, 1.97439E+03, 1.59740E+03
 1.97671E+03, 1.57040E+03, 1.97671E+03, 1.60100E+03, 1.97671E+03, 1.59760E+03
 1.97903E+03, 1.57010E+03, 1.97903E+03, 1.60250E+03, 1.97903E+03, 1.59860E+03
 1.98135E+03, 1.57100E+03, 1.98135E+03, 1.59410E+03, 1.98135E+03, 1.59810E+03
 1.98367E+03, 1.57020E+03, 1.98367E+03, 1.59800E+03, 1.98367E+03, 1.59820E+03
 1.98599E+03, 1.56880E+03, 1.98599E+03, 1.60140E+03, 1.98599E+03, 1.59880E+03
 1.98831E+03, 1.57100E+03, 1.98831E+03, 1.59870E+03, 1.98831E+03, 1.59880E+03
 1.99062E+03, 1.56980E+03, 1.99062E+03, 1.59650E+03, 1.99062E+03, 1.59690E+03
 1.99294E+03, 1.56840E+03, 1.99294E+03, 1.59660E+03, 1.99294E+03, 1.59530E+03
 1.99525E+03, 1.56810E+03, 1.99525E+03, 1.59640E+03, 1.99525E+03, 1.59240E+03
 1.99757E+03, 1.56880E+03, 1.99757E+03, 1.59940E+03, 1.99757E+03, 1.60150E+03
 1.99988E+03, 1.56840E+03, 1.99988E+03, 1.60050E+03, 1.99988E+03, 1.59450E+03
 2.00220E+03, 1.57180E+03, 2.00220E+03, 1.59660E+03, 2.00220E+03, 1.60020E+03
 2.00451E+03, 1.56660E+03, 2.00451E+03, 1.59880E+03, 2.00451E+03, 1.59720E+03
 2.00682E+03, 1.57300E+03, 2.00682E+03, 1.60060E+03, 2.00682E+03, 1.60170E+03
 2.00913E+03, 1.56780E+03, 2.00913E+03, 1.59800E+03, 2.00913E+03, 1.59730E+03
 2.01144E+03, 1.57130E+03, 2.01144E+03, 1.59650E+03, 2.01144E+03, 1.59600E+03
 2.01375E+03, 1.57100E+03, 2.01375E+03, 1.60080E+03, 2.01375E+03, 1.59680E+03
 2.01606E+03, 1.57210E+03, 2.01606E+03, 1.59600E+03, 2.01606E+03, 1.59480E+03
 2.01837E+03, 1.57130E+03, 2.01837E+03, 1.59670E+03, 2.01837E+03, 1.59550E+03
 2.02068E+03, 1.57260E+03, 2.02068E+03, 1.59580E+03, 2.02068E+03, 1.59920E+03
 2.02299E+03, 1.56890E+03, 2.02299E+03, 1.59550E+03, 2.02299E+03, 1.59570E+03
 2.02529E+03, 1.57230E+03, 2.02529E+03, 1.60010E+03, 2.02529E+03, 1.59950E+03
 2.02760E+03, 1.56940E+03, 2.02760E+03, 1.59620E+03, 2.02760E+03, 1.59280E+03
 2.02991E+03, 1.56980E+03, 2.02991E+03, 1.59730E+03, 2.02991E+03, 1.59450E+03
 2.03221E+03, 1.57010E+03, 2.03221E+03, 1.59690E+03, 2.03221E+03, 1.59550E+03
 2.03451E+03, 1.56930E+03, 2.03451E+03, 1.59720E+03, 2.03451E+03, 1.59610E+03
 2.03682E+03, 1.57190E+03, 2.03682E+03, 1.59990E+03, 2.03682E+03, 1.59700E+03
 2.03912E+03, 1.56890E+03, 2.03912E+03, 1.59320E+03, 2.03912E+03, 1.59530E+03
 2.04142E+03, 1.56920E+03, 2.04142E+03, 1.59940E+03, 2.04142E+03, 1.59650E+03
 2.04372E+03, 1.57090E+03, 2.04372E+03, 1.59540E+03, 2.04372E+03, 1.59410E+03
 2.04602E+03, 1.57020E+03, 2.04602E+03, 1.59970E+03, 2.04602E+03, 1.59550E+03
 2.04832E+03, 1.56940E+03, 2.04832E+03, 1.59660E+03, 2.04832E+03, 1.59620E+03
 2.05062E+03, 1.56840E+03, 2.05062E+03, 1.59770E+03, 2.05062E+03, 1.59570E+03
 2.05292E+03, 1.57060E+03, 2.05292E+03, 1.59870E+03, 2.05292E+03, 1.59840E+03
 2.05522E+03, 1.56950E+03, 2.05522E+03, 1.60020E+03, 2.05522E+03, 1.60020E+03
 2.05752E+03, 1.56980E+03, 2.05752E+03, 1.59750E+03, 2.05752E+03, 1.59820E+03
 2.05981E+03, 1.57060E+03, 2.05981E+03, 1.60210E+03, 2.05981E+03, 1.59490E+03
 2.06211E+03, 1.57110E+03, 2.06211E+03, 1.59870E+03, 2.06211E+03, 1.59800E+03
 2.06440E+03, 1.57170E+03, 2.06440E+03, 1.60070E+03, 2.06440E+03, 1.59180E+03
 2.06670E+03, 1.57220E+03, 2.06670E+03, 1.59990E+03, 2.06670E+03, 1.59580E+03
 2.06899E+03, 1.57000E+03, 2.06899E+03, 1.59750E+03, 2.06899E+03, 1.59520E+03
 2.07128E+03, 1.56820E+03, 2.07128E+03, 1.59860E+03, 2.07128E+03, 1.59410E+03
 2.07358E+03, 1.57080E+03, 2.07358E+03, 1.59450E+03, 2.07358E+03, 1.59830E+03
 2.07587E+03, 1.57200E+03, 2.07587E+03, 1.59340E+03, 2.07587E+03, 1.59810E+03
 2.07816E+03, 1.57090E+03, 2.07816E+03, 1.59830E+03, 2.07816E+03, 1.59690E+03
 2.08045E+03, 1.56860E+03, 2.08045E+03, 1.59400E+03, 2.08045E+03, 1.59390E+03
 2.08274E+03, 1.57080E+03, 2.08274E+03, 1.59440E+03, 2.08274E+03, 1.59120E+03
 2.08503E+03, 1.57020E+03, 2.08503E+03, 1.59340E+03, 2.08503E+03, 1.59600E+03
 2.08732E+03, 1.57300E+03, 2.08732E+03, 1.60080E+03, 2.08732E+03, 1.59700E+03
 2.08960E+03, 1.56860E+03, 2.08960E+03, 1.59690E+03, 2.08960E+03, 1.59320E+03
 2.09189E+03, 1.57140E+03, 2.09189E+03, 1.59390E+03, 2.09189E+03, 1.59580E+03
 2.09418E+03, 1.57080E+03, 2.09418E+03, 1.59390E+03, 2.09418E+03, 1.59840E+03
 2.09646E+03, 1.56940E+03, 2.09646E+03, 1.59500E+03, 2.09646E+03, 1.59320E+03
 2.09875E+03, 1.56870E+03, 2.09875E+03, 1.59600E+03, 2.09875E+03, 1.59620E+03
 2.10103E+03, 1.57290E+03, 2.10103E+03, 1.59630E+03, 2.10103E+03, 1.59730E+03
 2.10332E+03, 1.56900E+03, 2.10332E+03, 1.59370E+03, 2.10332E+03, 1.59770E+03
 2.10560E+03, 1.56840E+03, 2.10560E+03, 1.59830E+03, 2.10560E+03, 1.59570E+03
 2.10788E+03, 1.56860E+03, 2.10788E+03, 1.60060E+03, 2.10788E+03, 1.59400E+03
 2.11016E+03, 1.57150E+03, 2.11016E+03, 1.59750E+03, 2.11016E+03, 1.59590E+03
 2.11244E+03, 1.56990E+03, 2.11244E+03, 1.59550E+03, 2.11244E+03, 1.59800E+03
 2.11472E+03, 1.57030E+03, 2.11472E+03, 1.59750E+03, 2.11472E+03, 1.59780E+03
 2.11700E+03, 1.56980E+03, 2.11700E+03, 1.59330E+03, 2.11700E+03, 1.59540E+03
 2.11928E+03, 1.57080E+03, 2.11928E+03, 1.59850E+03, 2.11928E+03, 1.59260E+03
 2.12156E+03, 1.56910E+03, 2.12156E+03, 1.59780E+03, 2.12156E+03, 1.58930E+03
 2.12384E+03, 1.57050E+03, 2.12384E+03, 1.59760E+03, 2.12384E+03, 1.60030E+03
 2.12612E+03, 1.56980E+03, 2.12612E+03, 1.59560E+03, 2.12612E+03, 1.59060E+03
 2.12839E+03, 1.57260E+03, 2.12839E+03, 1.59780E+03, 2.12839E+03, 1.59960E+03
 2.13067E+03, 1.57060E+03, 2.13067E+03, 1.59780E+03, 2.13067E+03, 1.59360E+03
 2.13294E+03, 1.56860E+03, 2.13294E+03, 1.59780E+03, 2.13294E+03, 1.59600E+03
 2.13522E+03, 1.57220E+03, 2.13522E+03, 1.59540E+03, 2.13522E+03, 1.59850E+03
 2.13749E+03, 1.56860E+03, 2.13749E+03, 1.59680E+03, 2.13749E+03, 1.59700E+03
 2.13976E+03, 1.56990E+03, 2.13976E+03, 1.60040E+03, 2.13976E+03, 1.59580E+03
 2.14203E+03, 1.57190E+03, 2.14203E+03, 1.59880E+03, 2.14203E+03, 1.59640E+03
 2.14431E+03, 1.57070E+03, 2.14431E+03, 1.60130E+03, 2.14431E+03, 1.60050E+03
 2.14658E+03, 1.57230E+03, 2.14658E+03, 1.59880E+03, 2.14658E+03, 1.59670E+03
 2.14885E+03, 1.57090E+03, 2.14885E+03, 1.59380E+03, 2.14885E+03, 1.60190E+03
 2.15112E+03, 1.57260E+03, 2.15112E+03, 1.59550E+03, 2.15112E+03, 1.59960E+03
 2.15338E+03, 1.57380E+03, 2.15338E+03, 1.59660E+03, 2.15338E+03, 1.59170E+03
 2.15565E+03, 1.56890E+03, 2.15565E+03, 1.59760E+03, 2.15565E+03, 1.59940E+03
 2.15792E+03, 1.57020E+03, 2.15792E+03, 1.59790E+03, 2.15792E+03, 1.59420E+03
 2.16019E+03, 1.56980E+03, 2.16019E+03, 1.59510E+03, 2.16019E+03, 1.59470E+03
 2.16245E+03, 1.57240E+03, 2.16245E+03, 1.59650E+03, 2.16245E+03, 1.59910E+03
 2.16472E+03, 1.57170E+03, 2.16472E+03, 1.59610E+03, 2.16472E+03, 1.59730E+03
 2.16698E+03, 1.57120E+03, 2.16698E+03, 1.59830E+03, 2.16698E+03, 1.59690E+03
 2.16925E+03, 1.57020E+03, 2.16925E+03, 1.59920E+03, 2.16925E+03, 1.59570E+03
 2.17151E+03, 1.57160E+03, 2.17151E+03, 1.59940E+03, 2.17151E+03, 1.59410E+03
 2.17377E+03, 1.57210E+03, 2.17377E+03, 1.59910E+03, 2.17377E+03, 1.59780E+03
 2.17604E+03, 1.57170E+03, 2.17604E+03, 1.59640E+03, 2.17604E+03, 1.59840E+03
 2.17830E+03, 1.57190E+03, 2.17830E+03, 1.59810E+03, 2.17830E+03, 1.58960E+03
 2.18056E+03, 1.57110E+03, 2.18056E+03, 1.59920E+03, 2.18056E+03, 1.59300E+03
 2.18282E+03, 1.57020E+03, 2.18282E+03, 1.59690E+03, 2.18282E+03, 1.59610E+03
 2.18508E+03, 1.56950E+03, 2.18508E+03, 1.59510E+03, 2.18508E+03, 1.59720E+03
 2.18734E+03, 1.56930E+03, 2.18734E+03, 1.59350E+03, 2.18734E+03, 1.59420E+03
 2.18960E+03, 1.56840E+03, 2.18960E+03, 1.59480E+03, 2.18960E+03, 1.59340E+03
 2.19185E+03, 1.57060E+03, 2.19185E+03, 1.59550E+03, 2.19185E+03, 1.59580E+03
 2.19411E+03, 1.57010E+03, 2.19411E+03, 1.59430E+03, 2.19411E+03, 1.59920E+03
 2.19637E+03, 1.57180E+03, 2.19637E+03, 1.59510E+03, 2.19637E+03, 1.59300E+03
 2.19862E+03, 1.57070E+03, 2.19862E+03, 1.59680E+03, 2.19862E+03, 1.59670E+03
 2.20088E+03, 1.57010E+03, 2.20088E+03, 1.59700E+03, 2.20088E+03, 1.59540E+03
 2.20313E+03, 1.56950E+03, 2.20313E+03, 1.59640E+03, 2.20313E+03, 1.59310E+03
 2.20538E+03, 1.57360E+03, 2.20538E+03, 1.59380E+03, 2.20538E+03, 1.59350E+03
 2.20764E+03, 1.57040E+03, 2.20764E+03, 1.59400E+03, 2.20764E+03, 1.59710E+03
 2.20989E+03, 1.57040E+03, 2.20989E+03, 1.59270E+03, 2.20989E+03, 1.59320E+03
 2.21214E+03, 1.56810E+03, 2.21214E+03, 1.59420E+03, 2.21214E+03, 1.59730E+03
 2.21439E+03, 1.56820E+03, 2.21439E+03, 1.59790E+03, 2.21439E+03, 1.59390E+03
 2.21664E+03, 1.56930E+03, 2.21664E+03, 1.59540E+03, 2.21664E+03, 1.59750E+03
 2.21889E+03, 1.57030E+03, 2.21889E+03, 1.59620E+03, 2.21889E+03, 1.59270E+03
 2.22114E+03, 1.57180E+03, 2.22114E+03, 1.59610E+03, 2.22114E+03, 1.59690E+03
 2.22339E+03, 1.57270E+03, 2.22339E+03, 1.59470E+03, 2.22339E+03, 1.59300E+03
 2.22564E+03, 1.57330E+03, 2.22564E+03, 1.59510E+03, 2.22564E+03, 1.59410E+03
 2.22788E+03, 1.56920E+03, 2.22788E+03, 1.59310E+03, 2.22788E+03, 1.59090E+03
 2.23013E+03, 1.57070E+03, 2.23013E+03, 1.59810E+03, 2.23013E+03, 1.59750E+03
 2.23238E+03, 1.56810E+03, 2.23238E+03, 1.59730E+03, 2.23238E+03, 1.59000E+03
 2.23462E+03, 1.57020E+03, 2.23462E+03, 1.59450E+03, 2.23462E+03, 1.59660E+03
 2.23687E+03, 1.56860E+03, 2.23687E+03, 1.59640E+03, 2.23687E+03, 1.59260E+03
 2.23911E+03, 1.56990E+03, 2.23911E+03, 1.59340E+03, 2.23911E+03, 1.59680E+03
 2.24135E+03, 1.57110E+03, 2.24135E+03, 1.59760E+03, 2.24135E+03, 1.59310E+03
 2.24359E+03, 1.57070E+03, 2.24359E+03, 1.59530E+03, 2.24359E+03, 1.59400E+03
 2.24584E+03, 1.56890E+03, 2.24584E+03, 1.59730E+03, 2.24584E+03, 1.59750E+03
 2.24808E+03, 1.56920E+03, 2.24808E+03, 1.60140E+03, 2.24808E+03, 1.59500E+03
 2.25032E+03, 1.56980E+03, 2.25032E+03, 1.59380E+03, 2.25032E+03, 1.59680E+03
 2.25256E+03, 1.57080E+03, 2.25256E+03, 1.59760E+03, 2.25256E+03, 1.59140E+03
 2.25480E+03, 1.56940E+03, 2.25480E+03, 1.59230E+03, 2.25480E+03, 1.59540E+03
 2.25704E+03, 1.57000E+03, 2.25704E+03, 1.59380E+03, 2.25704E+03, 1.59480E+03
 2.25927E+03, 1.57100E+03, 2.25927E+03, 1.59390E+03, 2.25927E+03, 1.59410E+03
 2.26151E+03, 1.56950E+03, 2.26151E+03, 1.59300E+03, 2.26151E+03, 1.59270E+03
 2.26375E+03, 1.57000E+03, 2.26375E+03, 1.59070E+03, 2.26375E+03, 1.59160E+03
 2.26598E+03, 1.56760E+03, 2.26598E+03, 1.59540E+03, 2.26598E+03, 1.59280E+03
 2.26822E+03, 1.57010E+03, 2.26822E+03, 1.59300E+03, 2.26822E+03, 1.59480E+03
 2.27045E+03, 1.57120E+03, 2.27045E+03, 1.59640E+03, 2.27045E+03, 1.59180E+03
 2.27269E+03, 1.57340E+03, 2.27269E+03, 1.59270E+03, 2.27269E+03, 1.59240E+03
 2.27492E+03, 1.56950E+03, 2.27492E+03, 1.59660E+03, 2.27492E+03, 1.59160E+03
 2.27715E+03, 1.56970E+03, 2.27715E+03, 1.59090E+03, 2.27715E+03, 1.59280E+03
 2.27938E+03, 1.57280E+03, 2.27938E+03, 1.59330E+03, 2.27938E+03, 1.59220E+03
 2.28162E+03, 1.57050E+03, 2.28162E+03, 1.59540E+03, 2.28162E+03, 1.59440E+03
 2.28385E+03, 1.56970E+03, 2.28385E+03, 1.59070E+03, 2.28385E+03, 1.59180E+03
 2.28608E+03, 1.57090E+03, 2.28608E+03, 1.59670E+03, 2.28608E+03, 1.59040E+03
 2.28831E+03, 1.57000E+03, 2.28831E+03, 1.59330E+03, 2.28831E+03, 1.59080E+03
 2.29054E+03, 1.57190E+03, 2.29054E+03, 1.59380E+03, 2.29054E+03, 1.59480E+03
 2.29276E+03, 1.57030E+03, 2.29276E+03, 1.59180E+03, 2.29276E+03, 1.59320E+03
 2.29499E+03, 1.57020E+03, 2.29499E+03, 1.59190E+03, 2.29499E+03, 1.59630E+03
 2.29722E+03, 1.57090E+03, 2.29722E+03, 1.59250E+03, 2.29722E+03, 1.59300E+03
 2.29944E+03, 1.56870E+03, 2.29944E+03, 1.59290E+03, 2.29944E+03, 1.59250E+03
 2.30167E+03, 1.57120E+03, 2.30167E+03, 1.59610E+03, 2.30167E+03, 1.59400E+03
 2.30389E+03, 1.57020E+03, 2.30389E+03, 1.59480E+03, 2.30389E+03, 1.59400E+03
 2.30612E+03, 1.56800E+03, 2.30612E+03, 1.59260E+03, 2.30612E+03, 1.59630E+03
 2.30834E+03, 1.57090E+03, 2.30834E+03, 1.59260E+03, 2.30834E+03, 1.59590E+03
 2.31057E+03, 1.57080E+03, 2.31057E+03, 1.59270E+03, 2.31057E+03, 1.59480E+03
 2.31279E+03, 1.56900E+03, 2.31279E+03, 1.59480E+03, 2.31279E+03, 1.59080E+03
 2.31501E+03, 1.56890E+03, 2.31501E+03, 1.59730E+03, 2.31501E+03, 1.59210E+03
 2.31723E+03, 1.56800E+03, 2.31723E+03, 1.59250E+03, 2.31723E+03, 1.59170E+03
 2.31945E+03, 1.57090E+03, 2.31945E+03, 1.59520E+03, 2.31945E+03, 1.59420E+03
 2.32167E+03, 1.56980E+03, 2.32167E+03, 1.59220E+03, 2.32167E+03, 1.59220E+03
 2.32389E+03, 1.57020E+03, 2.32389E+03, 1.59590E+03, 2.32389E+03, 1.59450E+03
 2.32611E+03, 1.57010E+03, 2.32611E+03, 1.59670E+03, 2.32611E+03, 1.59250E+03
 2.32833E+03, 1.57130E+03, 2.32833E+03, 1.59420E+03, 2.32833E+03, 1.58980E+03
 2.33054E+03, 1.57070E+03, 2.33054E+03, 1.59330E+03, 2.33054E+03, 1.59470E+03
 2.33276E+03, 1.56860E+03, 2.33276E+03, 1.59320E+03, 2.33276E+03, 1.58910E+03
 2.33498E+03, 1.57000E+03, 2.33498E+03, 1.59320E+03, 2.33498E+03, 1.59640E+03
 2.33719E+03, 1.57380E+03, 2.33719E+03, 1.59830E+03, 2.33719E+03, 1.59510E+03
 2.33941E+03, 1.57060E+03, 2.33941E+03, 1.59410E+03, 2.33941E+03, 1.59170E+03
 2.34162E+03, 1.56740E+03, 2.34162E+03, 1.59240E+03, 2.34162E+03, 1.59210E+03
 2.34383E+03, 1.57470E+03, 2.34383E+03, 1.59370E+03, 2.34383E+03, 1.59410E+03
 2.34605E+03, 1.57000E+03, 2.34605E+03, 1.59510E+03, 2.34605E+03, 1.59240E+03
 2.34826E+03, 1.57220E+03, 2.34826E+03, 1.59230E+03, 2.34826E+03, 1.59230E+03
 2.35047E+03, 1.57340E+03, 2.35047E+03, 1.59620E+03, 2.35047E+03, 1.59220E+03
 2.35268E+03, 1.57250E+03, 2.35268E+03, 1.59220E+03, 2.35268E+03, 1.59260E+03
 2.35489E+03, 1.57280E+03, 2.35489E+03, 1.59510E+03, 2.35489E+03, 1.59260E+03
 2.35710E+03, 1.57110E+03, 2.35710E+03, 1.59260E+03, 2.35710E+03, 1.59160E+03
 2.35931E+03, 1.57270E+03, 2.35931E+03, 1.59330E+03, 2.35931E+03, 1.59140E+03
 2.36152E+03, 1.57080E+03, 2.36152E+03, 1.59400E+03, 2.36152E+03, 1.59150E+03
 2.36372E+03, 1.57200E+03, 2.36372E+03, 1.59230E+03, 2.36372E+03, 1.59330E+03
 2.36593E+03, 1.57260E+03, 2.36593E+03, 1.59180E+03, 2.36593E+03, 1.59130E+03
 2.36814E+03, 1.56990E+03, 2.36814E+03, 1.59600E+03, 2.36814E+03, 1.59030E+03
 2.37034E+03, 1.57120E+03, 2.37034E+03, 1.59460E+03, 2.37034E+03, 1.59480E+03
 2.37255E+03, 1.57130E+03, 2.37255E+03, 1.59380E+03, 2.37255E+03, 1.59450E+03
 2.37475E+03, 1.56910E+03, 2.37475E+03, 1.59500E+03, 2.37475E+03, 1.59250E+03
 2.37696E+03, 1.57090E+03, 2.37696E+03, 1.59410E+03, 2.37696E+03, 1.59080E+03
 2.37916E+03, 1.57050E+03, 2.37916E+03, 1.59460E+03, 2.37916E+03, 1.59100E+03
 2.38136E+03, 1.57080E+03, 2.38136E+03, 1.59320E+03, 2.38136E+03, 1.59220E+03
 2.38356E+03, 1.56990E+03, 2.38356E+03, 1.59270E+03, 2.38356E+03, 1.59220E+03
 2.38577E+03, 1.56950E+03, 2.38577E+03, 1.59570E+03, 2.38577E+03, 1.59430E+03
 2.38797E+03, 1.57050E+03, 2.38797E+03, 1.59270E+03, 2.38797E+03, 1.59290E+03
 2.39017E+03, 1.57210E+03, 2.39017E+03, 1.59840E+03, 2.39017E+03, 1.59100E+03
 2.39237E+03, 1.56910E+03, 2.39237E+03, 1.59370E+03, 2.39237E+03, 1.58870E+03
 2.39456E+03, 1.56960E+03, 2.39456E+03, 1.59430E+03, 2.39456E+03, 1.59520E+03
 2.39676E+03, 1.57070E+03, 2.39676E+03, 1.59200E+03, 2.39676E+03, 1.59270E+03
 2.39896E+03, 1.57050E+03, 2.39896E+03, 1.59760E+03, 2.39896E+03, 1.59410E+03
 2.40116E+03, 1.57150E+03, 2.40116E+03, 1.59400E+03, 2.40116E+03, 1.58850E+03
 2.40335E+03, 1.57010E+03, 2.40335E+03, 1.59350E+03, 2.40335E+03, 1.59090E+03
 2.40555E+03, 1.57020E+03, 2.40555E+03, 1.59040E+03, 2.40555E+03, 1.59270E+03
 2.40774E+03, 1.57260E+03, 2.40774E+03, 1.59590E+03, 2.40774E+03, 1.58860E+03
 2.40994E+03, 1.57060E+03, 2.40994E+03, 1.58820E+03, 2.40994E+03, 1.59260E+03
 2.41213E+03, 1.57050E+03, 2.41213E+03, 1.59560E+03, 2.41213E+03, 1.59290E+03
 2.41432E+03, 1.57070E+03, 2.41432E+03, 1.59160E+03, 2.41432E+03, 1.58720E+03
 2.41652E+03, 1.57210E+03, 2.41652E+03, 1.59200E+03, 2.41652E+03, 1.59310E+03
 2.41871E+03, 1.57160E+03, 2.41871E+03, 1.59150E+03, 2.41871E+03, 1.58980E+03
 2.42090E+03, 1.57190E+03, 2.42090E+03, 1.59040E+03, 2.42090E+03, 1.58920E+03
 2.42309E+03, 1.57010E+03, 2.42309E+03, 1.59010E+03, 2.42309E+03, 1.59130E+03
 2.42528E+03, 1.57330E+03, 2.42528E+03, 1.59370E+03, 2.42528E+03, 1.59210E+03
 2.42747E+03, 1.57060E+03, 2.42747E+03, 1.59120E+03, 2.42747E+03, 1.59600E+03
 2.42966E+03, 1.57000E+03, 2.42966E+03, 1.59200E+03, 2.42966E+03, 1.59100E+03
 2.43185E+03, 1.57150E+03, 2.43185E+03, 1.59170E+03, 2.43185E+03, 1.58840E+03
 2.43403E+03, 1.57080E+03, 2.43403E+03, 1.59140E+03, 2.43403E+03, 1.58820E+03
 2.43622E+03, 1.56970E+03, 2.43622E+03, 1.59040E+03, 2.43622E+03, 1.59110E+03
 2.43841E+03, 1.56990E+03, 2.43841E+03, 1.58920E+03, 2.43841E+03, 1.59100E+03
 2.44059E+03, 1.57290E+03, 2.44059E+03, 1.59010E+03, 2.44059E+03, 1.59220E+03
 2.44278E+03, 1.57170E+03, 2.44278E+03, 1.59080E+03, 2.44278E+03, 1.58930E+03
 2.44496E+03, 1.57060E+03, 2.44496E+03, 1.58920E+03, 2.44496E+03, 1.59110E+03
 2.44715E+03, 1.56980E+03, 2.44715E+03, 1.59440E+03, 2.44715E+03, 1.59300E+03
 2.44933E+03, 1.57070E+03, 2.44933E+03, 1.59470E+03, 2.44933E+03, 1.59230E+03
