X-Axis_A (relative inverse cm), sample_A_spectrum (CCD counts), X-Axis_B (relative inverse cm), sample_B_spectrum (CCD counts), X-Axis_C (relative inverse cm),sample_C_spectrum (CCD counts)
 3.49731E+03, 1.56970E+03, 3.49731E+03, 1.57670E+03, 3.49731E+03, 1.58170E+03
 3.49921E+03, 1.57030E+03, 3.49921E+03, 1.57860E+03, 3.49921E+03, 1.57770E+03
 3.50111E+03, 1.56800E+03, 3.50111E+03, 1.57760E+03, 3.50111E+03, 1.58010E+03
 3.50301E+03, 1.57280E+03, 3.50301E+03, 1.57710E+03, 3.50301E+03, 1.57860E+03
 3.50490E+03, 1.56800E+03, 3.50490E+03, 1.57900E+03, 3.50490E+03, 1.57810E+03
 3.50680E+03, 1.56970E+03, 3.50680E+03, 1.57760E+03, 3.50680E+03, 1.57850E+03
 3.50870E+03, 1.57040E+03, 3.50870E+03, 1.57920E+03, 3.50870E+03, 1.58200E+03
 3.51059E+03, 1.57010E+03, 3.51059E+03, 1.58040E+03, 3.51059E+03, 1.57910E+03
 3.51249E+03, 1.57130E+03, 3.51249E+03, 1.57830E+03, 3.51249E+03, 1.58090E+03
 3.51438E+03, 1.57250E+03, 3.51438E+03, 1.57400E+03, 3.51438E+03, 1.57690E+03
 3.51628E+03, 1.57060E+03, 3.51628E+03, 1.57540E+03, 3.51628E+03, 1.57790E+03
 3.51817E+03, 1.57050E+03, 3.51817E+03, 1.57740E+03, 3.51817E+03, 1.57820E+03
 3.52006E+03, 1.57180E+03, 3.52006E+03, 1.57520E+03, 3.52006E+03, 1.57690E+03
 3.52196E+03, 1.57020E+03, 3.52196E+03, 1.57890E+03, 3.52196E+03, 1.57980E+03
 3.52385E+03, 1.57270E+03, 3.52385E+03, 1.57670E+03, 3.52385E+03, 1.57450E+03
 3.52574E+03, 1.57380E+03, 3.52574E+03, 1.57730E+03, 3.52574E+03, 1.57560E+03
 3.52763E+03, 1.57050E+03, 3.52763E+03, 1.58000E+03, 3.52763E+03, 1.57830E+03
 3.52952E+03, 1.56880E+03, 3.52952E+03, 1.57840E+03, 3.52952E+03, 1.57780E+03
 3.53141E+03, 1.57000E+03, 3.53141E+03, 1.57720E+03, 3.53141E+03, 1.57980E+03
 3.53330E+03, 1.57220E+03, 3.53330E+03, 1.57670E+03, 3.53330E+03, 1.57460E+03
 3.53519E+03, 1.57060E+03, 3.53519E+03, 1.58030E+03, 3.53519E+03, 1.57740E+03
 3.53708E+03, 1.57090E+03, 3.53708E+03, 1.57660E+03, 3.53708E+03, 1.57670E+03
 3.53897E+03, 1.56870E+03, 3.53897E+03, 1.57720E+03, 3.53897E+03, 1.57710E+03
 3.54086E+03, 1.56940E+03, 3.54086E+03, 1.57580E+03, 3.54086E+03, 1.57700E+03
 3.54275E+03, 1.56960E+03, 3.54275E+03, 1.57630E+03, 3.54275E+03, 1.57750E+03
 3.54463E+03, 1.56730E+03, 3.54463E+03, 1.57840E+03, 3.54463E+03, 1.58090E+03
 3.54652E+03, 1.57030E+03, 3.54652E+03, 1.57730E+03, 3.54652E+03, 1.57920E+03
 3.54841E+03, 1.57150E+03, 3.54841E+03, 1.57710E+03, 3.54841E+03, 1.57800E+03
 3.55029E+03, 1.56760E+03, 3.55029E+03, 1.57580E+03, 3.55029E+03, 1.57860E+03
 3.55218E+03, 1.56960E+03, 3.55218E+03, 1.57690E+03, 3.55218E+03, 1.57740E+03
 3.55406E+03, 1.57170E+03, 3.55406E+03, 1.57430E+03, 3.55406E+03, 1.57980E+03
 3.55595E+03, 1.56830E+03, 3.55595E+03, 1.57470E+03, 3.55595E+03, 1.57500E+03
 3.55783E+03, 1.57100E+03, 3.55783E+03, 1.57690E+03, 3.55783E+03, 1.57880E+03
 3.55971E+03, 1.57060E+03, 3.55971E+03, 1.57690E+03, 3.55971E+03, 1.57710E+03
 3.56160E+03, 1.57130E+03, 3.56160E+03, 1.57650E+03, 3.56160E+03, 1.57810E+03
 3.56348E+03, 1.57200E+03, 3.56348E+03, 1.57620E+03, 3.56348E+03, 1.57500E+03
 3.56536E+03, 1.57370E+03, 3.56536E+03, 1.57480E+03, 3.56536E+03, 1.57900E+03
 3.56724E+03, 1.56980E+03, 3.56724E+03, 1.57700E+03, 3.56724E+03, 1.57580E+03
 3.56912E+03, 1.57340E+03, 3.56912E+03, 1.57530E+03, 3.56912E+03, 1.58060E+03
 3.57100E+03, 1.57210E+03, 3.57100E+03, 1.57630E+03, 3.57100E+03, 1.57650E+03
 3.57288E+03, 1.57040E+03, 3.57288E+03, 1.57620E+03, 3.57288E+03, 1.57770E+03
 3.57476E+03, 1.57150E+03, 3.57476E+03, 1.57660E+03, 3.57476E+03, 1.57790E+03
 3.57664E+03, 1.57090E+03, 3.57664E+03, 1.57640E+03, 3.57664E+03, 1.57760E+03
 3.57852E+03, 1.57130E+03, 3.57852E+03, 1.57790E+03, 3.57852E+03, 1.57510E+03
 3.58040E+03, 1.57050E+03, 3.58040E+03, 1.57700E+03, 3.58040E+03, 1.57650E+03
 3.58228E+03, 1.57230E+03, 3.58228E+03, 1.57740E+03, 3.58228E+03, 1.57830E+03
 3.58415E+03, 1.56930E+03, 3.58415E+03, 1.57500E+03, 3.58415E+03, 1.57700E+03
 3.58603E+03, 1.57180E+03, 3.58603E+03, 1.57700E+03, 3.58603E+03, 1.57700E+03
 3.58791E+03, 1.57100E+03, 3.58791E+03, 1.57670E+03, 3.58791E+03, 1.57720E+03
 3.58978E+03, 1.57080E+03, 3.58978E+03, 1.57830E+03, 3.58978E+03, 1.57540E+03
 3.59166E+03, 1.56900E+03, 3.59166E+03, 1.57730E+03, 3.59166E+03, 1.57710E+03
 3.59353E+03, 1.57010E+03, 3.59353E+03, 1.57380E+03, 3.59353E+03, 1.57570E+03
 3.59541E+03, 1.56960E+03, 3.59541E+03, 1.57640E+03, 3.59541E+03, 1.57700E+03
 3.59728E+03, 1.57060E+03, 3.59728E+03, 1.57770E+03, 3.59728E+03, 1.57510E+03
 3.59915E+03, 1.57120E+03, 3.59915E+03, 1.57700E+03, 3.59915E+03, 1.57910E+03
 3.60102E+03, 1.57160E+03, 3.60102E+03, 1.57580E+03, 3.60102E+03, 1.57730E+03
 3.60290E+03, 1.56950E+03, 3.60290E+03, 1.57720E+03, 3.60290E+03, 1.57710E+03
 3.60477E+03, 1.57130E+03, 3.60477E+03, 1.57610E+03, 3.60477E+03, 1.57910E+03
 3.60664E+03, 1.56990E+03, 3.60664E+03, 1.57560E+03, 3.60664E+03, 1.57730E+03
 3.60851E+03, 1.57010E+03, 3.60851E+03, 1.57820E+03, 3.60851E+03, 1.57550E+03
 3.61038E+03, 1.57060E+03, 3.61038E+03, 1.57700E+03, 3.61038E+03, 1.57690E+03
 3.61225E+03, 1.57080E+03, 3.61225E+03, 1.57690E+03, 3.61225E+03, 1.57900E+03
 3.61412E+03, 1.57060E+03, 3.61412E+03, 1.57530E+03, 3.61412E+03, 1.57670E+03
